href_value,contact_id,scrapped
https://app.nomination.fr/contact/492224,492224,False
https://app.nomination.fr/contact/492364,492364,False
https://app.nomination.fr/contact/493030,493030,False
https://app.nomination.fr/contact/494821,494821,False
https://app.nomination.fr/contact/497800,497800,False
https://app.nomination.fr/contact/498051,498051,False
https://app.nomination.fr/contact/498201,498201,False
https://app.nomination.fr/contact/499454,499454,False
https://app.nomination.fr/contact/503161,503161,False
https://app.nomination.fr/contact/504788,504788,False
https://app.nomination.fr/contact/505353,505353,False
https://app.nomination.fr/contact/505793,505793,False
https://app.nomination.fr/contact/506275,506275,False
https://app.nomination.fr/contact/506721,506721,False
https://app.nomination.fr/contact/507339,507339,False
https://app.nomination.fr/contact/507644,507644,False
https://app.nomination.fr/contact/507767,507767,False
https://app.nomination.fr/contact/508885,508885,False
https://app.nomination.fr/contact/508886,508886,False
https://app.nomination.fr/contact/508887,508887,False
https://app.nomination.fr/contact/508888,508888,False
https://app.nomination.fr/contact/508889,508889,False
https://app.nomination.fr/contact/508890,508890,False
https://app.nomination.fr/contact/508891,508891,False
https://app.nomination.fr/contact/509010,509010,False
https://app.nomination.fr/contact/509011,509011,False
https://app.nomination.fr/contact/509230,509230,False
https://app.nomination.fr/contact/509231,509231,False
https://app.nomination.fr/contact/509234,509234,False
https://app.nomination.fr/contact/509530,509530,False
https://app.nomination.fr/contact/509532,509532,False
https://app.nomination.fr/contact/509534,509534,False
https://app.nomination.fr/contact/510771,510771,False
https://app.nomination.fr/contact/511739,511739,False
https://app.nomination.fr/contact/512738,512738,False
https://app.nomination.fr/contact/513864,513864,False
https://app.nomination.fr/contact/514092,514092,False
https://app.nomination.fr/contact/515010,515010,False
https://app.nomination.fr/contact/515737,515737,False
https://app.nomination.fr/contact/516266,516266,False
https://app.nomination.fr/contact/516351,516351,False
https://app.nomination.fr/contact/517713,517713,False
https://app.nomination.fr/contact/517949,517949,False
https://app.nomination.fr/contact/519567,519567,False
https://app.nomination.fr/contact/521960,521960,False
https://app.nomination.fr/contact/522203,522203,False
https://app.nomination.fr/contact/523514,523514,False
https://app.nomination.fr/contact/523592,523592,False
https://app.nomination.fr/contact/523865,523865,False
https://app.nomination.fr/contact/524234,524234,False
https://app.nomination.fr/contact/524236,524236,False
https://app.nomination.fr/contact/524402,524402,False
https://app.nomination.fr/contact/524416,524416,False
https://app.nomination.fr/contact/526128,526128,False
https://app.nomination.fr/contact/526133,526133,False
https://app.nomination.fr/contact/526199,526199,False
https://app.nomination.fr/contact/526477,526477,False
https://app.nomination.fr/contact/526519,526519,False
https://app.nomination.fr/contact/526717,526717,False
https://app.nomination.fr/contact/527006,527006,False
https://app.nomination.fr/contact/527994,527994,False
https://app.nomination.fr/contact/529188,529188,False
https://app.nomination.fr/contact/529277,529277,False
https://app.nomination.fr/contact/529788,529788,False
